ranker,player,,pos,age,team_id,g,mp,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,DUMMY,ows,dws,ws,ws_per_48,DUMMY,obpm,dbpm,bpm,vorp
227,George McCloud,George McCloud,SF,25,IND,IND,78,1500,11.2,.496,.345,.194,4.4,10.5,7.5,18.0,1.8,0.5,15.8,19.1,,0.4,1.0,1.4,.044,,-1.0,-0.6,-1.7,0.1
228,Rodney McCray,Rodney McCray,SF,31,CHI,CHI,64,1019,7.6,.489,.025,.255,5.8,12.3,8.9,10.1,0.6,1.0,18.9,11.9,,0.1,0.8,0.9,.044,,-3.4,-0.9,-4.3,-0.6
229,Xavier McDaniel,Xavier McDaniel,PF,29,BOS,BOS,82,2215,16.3,.539,.024,.261,8.7,16.2,12.5,11.0,1.6,1.4,14.2,23.6,,1.9,2.5,4.4,.096,,-0.1,0.0,-0.1,1.1
230,Kevin McHale*,Kevin McHale,PF,35,BOS,BOS,71,1656,14.4,.519,.028,.300,6.6,17.8,12.2,6.4,0.5,2.2,11.1,21.7,,1.2,1.6,2.8,.082,,-0.7,-1.0,-1.7,0.1
231,Derrick McKey,Derrick McKey,SF,26,SEA,SEA,77,2439,15.0,.568,.144,.381,5.7,10.0,7.8,11.2,2.2,1.6,14.3,18.3,,3.6,3.0,6.6,.130,,1.2,0.7,1.9,2.4
232,Nate McMillan,Nate McMillan,PG,28,SEA,SEA,73,1977,15.1,.527,.142,.292,4.9,13.3,9.0,25.2,4.4,1.1,21.2,14.0,,1.9,3.7,5.6,.136,,0.1,3.9,4.1,3.0
233,Oliver Miller,Oliver Miller,C,22,PHO,PHO,56,1069,12.7,.523,.012,.392,7.5,20.9,14.3,14.3,1.7,5.6,26.5,15.7,,-0.4,1.9,1.6,.070,,-2.6,3.5,0.9,0.8
234,Reggie Miller*,Reggie Miller,SG,27,IND,IND,82,2954,19.4,.617,.351,.407,2.5,7.0,4.8,13.4,2.0,0.6,9.3,22.2,,9.6,1.7,11.3,.183,,4.5,-0.2,4.3,4.7
235,Terry Mills,Terry Mills,PF,25,DET,DET,81,2183,15.5,.506,.034,.237,8.5,15.7,12.0,8.5,1.0,1.5,10.7,26.0,,1.7,2.1,3.8,.084,,-1.1,-0.7,-1.8,0.1
236,Harold Miner,Harold Miner,SG,21,MIA,MIA,73,1383,14.3,.529,.015,.348,6.0,6.2,6.1,9.3,1.2,0.4,11.5,25.1,,1.3,0.7,2.0,.069,,-0.4,-1.6,-2.0,0.0
237,Sam Mitchell,Sam Mitchell,SF,29,IND,IND,81,1402,11.9,.517,.048,.383,7.4,12.0,9.7,7.7,0.8,0.5,8.3,18.6,,2.1,0.7,2.8,.095,,-1.6,-1.5,-3.2,-0.4
238,Tracy Moore,Tracy Moore,SG,27,DAL,DAL,39,510,14.8,.511,.269,.245,4.5,6.7,5.5,15.4,2.0,0.5,10.4,24.6,,0.5,0.0,0.5,.046,,1.2,-1.4,-0.2,0.2
239,Chris Morris,Chris Morris,SF,27,NJN,NJN,77,2302,17.8,.534,.084,.273,10.7,10.8,10.8,7.2,3.1,1.4,10.5,20.7,,3.6,3.6,7.2,.151,,1.7,1.4,3.1,2.9
240,Isaiah Morris,Isaiah Morris,SF,23,DET,DET,25,102,10.6,.468,.000,.070,6.2,6.8,6.5,6.9,1.5,0.6,12.0,28.1,,-0.1,0.1,0.0,-0.022,,-3.7,-2.0,-5.7,-0.1
241,Alonzo Mourning*,Alonzo Mourning,C,22,CHH,CHH,78,2644,20.8,.586,.003,.567,11.2,21.0,16.4,4.3,0.5,5.8,14.4,25.5,,4.8,3.4,8.2,.148,,0.9,0.0,0.9,1.9
242,Chris Mullin*,Chris Mullin,SF,29,GSW,GSW,46,1902,19.0,.578,.143,.243,2.5,11.2,6.8,14.0,1.7,1.3,11.9,25.1,,3.6,1.3,4.9,.122,,3.7,-0.4,3.3,2.5
243,Eric Murdock,Eric Murdock,PG,24,MIL,MIL,79,2437,19.3,.534,.127,.316,4.5,9.0,6.7,38.2,3.6,0.2,16.3,22.4,,4.0,2.2,6.1,.121,,2.5,0.4,2.9,3.0
244,Tracy Murray,Tracy Murray,SF,21,POR,POR,48,495,11.9,.490,.269,.154,8.6,9.8,9.2,3.5,0.8,0.6,10.0,25.6,,0.1,0.4,0.5,.049,,-1.6,-2.3,-3.9,-0.2
245,Jerrod Mustaf,Jerrod Mustaf,PF,23,PHO,PHO,32,336,12.7,.479,.008,.408,9.9,17.5,13.8,4.2,2.0,2.0,12.5,21.5,,0.0,0.5,0.5,.065,,-3.0,-0.7,-3.7,-0.1
246,Dikembe Mutombo*,Dikembe Mutombo,C,26,DEN,DEN,82,3029,17.2,.567,.000,.630,11.9,25.5,18.7,6.8,0.7,5.7,17.8,16.3,,3.3,5.5,8.8,.139,,0.0,1.6,1.6,2.7
247,Larry Nance,Larry Nance,PF,33,CLE,CLE,77,2753,19.8,.587,.004,.254,8.0,19.3,13.9,12.1,1.0,4.4,9.0,19.1,,6.3,4.4,10.7,.187,,2.0,1.6,3.6,3.9
248,Ed Nealy,Ed Nealy,PF,32,TOT,41,308,8.3,.464,.391,.174,4.4,19.2,11.7,6.1,1.9,0.4,8.6,11.0,,0.1,0.3,0.5,.073,,-2.9,0.2,-2.7,-0.1
249,Melvin Newbern,Melvin Newbern,SG,25,DET,DET,33,311,11.5,.427,.071,.531,6.5,6.7,6.6,26.5,3.8,0.2,18.7,23.6,,-0.4,0.4,0.0,.000,,-3.5,1.0,-2.4,0.0
250,Johnny Newman,Johnny Newman,SF,29,CHH,CHH,64,1471,15.5,.597,.084,.449,5.5,4.9,5.2,11.4,1.5,0.7,12.3,20.5,,3.1,0.6,3.7,.120,,1.0,-1.0,0.0,0.8
251,Ken Norman,Ken Norman,SF,28,LAC,LAC,76,2477,15.7,.530,.039,.226,9.2,16.4,12.8,9.6,1.2,1.5,10.4,19.9,,2.7,2.5,5.2,.101,,0.7,-1.0,-0.3,1.1
252,Shaquille O'Neal*,Shaquille O'Neal,C,20,ORL,ORL,81,3071,22.9,.584,.002,.553,13.4,27.1,20.6,8.5,1.0,5.7,15.9,27.0,,4.5,6.0,10.4,.163,,2.0,1.5,3.5,4.3
253,Dan O'Sullivan,Dan O'Sullivan,C,24,TOT,6,17,24.4,.666,.000,.800,12.8,26.6,19.6,8.6,2.9,0.0,0.0,16.9,,0.1,0.0,0.1,.341,,2.7,0.9,3.6,0.0
254,Charles Oakley,Charles Oakley,PF,29,NYK,NYK,82,2230,12.6,.556,.002,.408,14.8,20.3,17.7,8.0,1.9,0.5,19.6,12.3,,2.2,5.1,7.3,.157,,-1.2,1.9,0.7,1.5
255,Alan Ogg,Alan Ogg,C,25,TOT,6,29,15.7,.440,.000,.308,11.6,28.0,19.7,19.4,1.7,6.7,16.9,26.2,,0.0,0.0,0.0,.020,,-3.9,2.1,-1.8,0.0
256,Hakeem Olajuwon*,Hakeem Olajuwon,C,30,HOU,HOU,82,3242,27.3,.577,.005,.356,10.5,25.9,18.7,15.8,2.4,6.5,12.4,28.8,,7.9,8.0,15.8,.234,,3.9,3.6,7.5,7.8
257,Matt Othick,Matt Othick,PG,23,SAS,SAS,4,39,5.9,.680,.800,.400,3.1,2.8,2.9,23.7,1.3,0.0,40.5,11.2,,0.0,0.0,0.0,.019,,-3.0,-1.3,-4.3,0.0
258,Doug Overton,Doug Overton,PG,23,WSB,WSB,45,990,11.8,.510,.040,.251,2.8,9.4,6.0,23.3,1.5,0.4,16.7,18.5,,0.1,0.4,0.6,.028,,-1.8,-0.7,-2.6,-0.2
259,Billy Owens,Billy Owens,PF,23,GSW,GSW,37,1201,16.9,.534,.022,.371,10.0,14.5,12.3,18.0,1.4,1.4,15.6,23.1,,1.3,0.9,2.2,.087,,1.8,-0.2,1.6,1.1
260,Robert Pack,Robert Pack,PG,23,DEN,DEN,77,1579,16.4,.545,.013,.513,3.5,7.3,5.4,31.9,2.5,0.4,19.9,23.9,,1.4,1.7,3.1,.095,,0.2,-0.2,0.1,0.8
261,Gerald Paddio,Gerald Paddio,SF,27,SEA,SEA,41,307,16.3,.470,.050,.132,6.4,12.8,9.5,16.6,2.3,1.3,8.7,25.3,,0.2,0.4,0.6,.096,,-0.1,-0.8,-0.9,0.1
262,Walter Palmer,Walter Palmer,C,24,DAL,DAL,20,124,12.8,.492,.000,.158,9.6,30.6,19.2,6.9,0.4,2.6,14.1,23.3,,-0.1,0.1,0.0,.006,,-4.1,-1.8,-5.9,-0.1
263,Robert Parish*,Robert Parish,C,39,BOS,BOS,79,2146,19.2,.565,.000,.302,13.1,25.8,19.5,4.2,1.3,3.1,12.0,20.2,,3.4,3.4,6.8,.152,,1.2,-0.2,1.0,1.6
264,John Paxson,John Paxson,PG,32,CHI,CHI,59,1030,9.3,.509,.176,.086,1.0,4.5,2.7,17.1,1.9,0.1,11.4,11.5,,1.1,0.8,1.9,.087,,-2.9,0.1,-2.8,-0.2
265,Kenny Payne,Kenny Payne,SF,26,PHI,PHI,13,154,14.2,.458,.200,.044,2.8,14.0,8.4,20.8,1.6,0.8,7.1,27.1,,-0.1,0.1,0.0,.014,,-0.6,-0.6,-1.2,0.0
266,Gary Payton*,Gary Payton,PG,24,SEA,SEA,82,2548,17.0,.529,.035,.204,4.3,8.7,6.4,22.7,3.5,0.6,12.4,19.8,,4.2,3.6,7.8,.147,,0.9,1.9,2.7,3.1
267,Anthony Peeler,Anthony Peeler,SG,23,LAL,LAL,77,1656,13.9,.553,.186,.325,4.4,8.0,6.2,15.3,1.8,0.5,14.5,21.9,,1.7,1.0,2.7,.078,,-0.1,-0.6,-0.7,0.6
268,Will Perdue,Will Perdue,C,27,CHI,CHI,72,998,14.8,.578,.004,.451,11.5,22.0,16.6,10.0,1.1,3.1,20.1,16.0,,1.0,1.5,2.5,.120,,-1.7,0.4,-1.3,0.2
269,Sam Perkins,Sam Perkins,PF,31,TOT,79,2351,16.5,.555,.089,.382,7.9,17.8,12.8,9.7,1.3,2.2,10.4,18.8,,4.3,2.6,6.9,.141,,1.2,0.2,1.4,2.0
270,Tim Perry,Tim Perry,PF,27,PHI,PHI,81,2104,12.0,.519,.080,.338,8.0,13.1,10.5,8.9,0.9,2.5,14.9,16.6,,0.7,1.3,2.0,.046,,-1.9,-0.8,-2.7,-0.4
271,Chuck Person,Chuck Person,SF,28,MIN,MIN,78,2985,12.2,.495,.266,.135,4.0,13.4,8.7,19.6,1.1,0.6,14.2,22.9,,-1.1,1.1,0.0,.000,,-0.1,-2.1,-2.2,-0.2
272,Dražen Petrović*,Dražen Petrović,SG,28,NJN,NJN,70,2660,17.3,.605,.147,.319,1.7,6.1,3.9,15.3,1.8,0.3,13.6,23.6,,5.8,2.6,8.4,.152,,1.7,0.1,1.8,2.5
273,Bobby Phills,Bobby Phills,SG,23,CLE,CLE,31,139,14.2,.500,.061,.305,5.2,8.7,7.0,12.2,3.6,0.9,16.2,35.4,,-0.3,0.2,-0.1,-0.027,,-5.5,-1.1,-6.6,-0.2
274,Ricky Pierce,Ricky Pierce,SG,33,SEA,SEA,77,2218,19.2,.572,.106,.329,3.0,7.2,5.1,15.5,2.3,0.2,11.5,26.3,,5.4,2.3,7.7,.167,,2.6,-0.2,2.5,2.5
275,Ed Pinckney,Ed Pinckney,PF,29,BOS,BOS,7,151,10.5,.538,.000,.542,10.6,21.5,16.1,0.8,1.3,2.9,21.2,10.8,,0.1,0.2,0.3,.084,,-2.2,0.9,-1.2,0.0
276,Scottie Pippen*,Scottie Pippen,SF,27,CHI,CHI,81,3123,19.2,.510,.070,.264,7.3,16.0,11.5,24.0,2.9,1.6,14.2,23.9,,3.8,4.8,8.6,.132,,2.6,1.4,4.0,4.7
277,Gary Plummer,Gary Plummer,PF,30,DEN,DEN,60,737,8.6,.521,.013,.417,7.6,17.3,12.4,7.7,0.9,0.9,22.4,19.2,,-0.5,0.9,0.4,.024,,-5.3,-0.6,-5.9,-0.7
278,Olden Polynice,Olden Polynice,C,28,DET,DET,67,1299,14.6,.494,.002,.331,14.8,21.1,17.8,3.4,1.2,1.0,9.9,18.0,,1.1,1.5,2.6,.095,,-0.9,-1.4,-2.3,-0.1
279,Terry Porter,Terry Porter,PG,29,POR,POR,81,2883,17.0,.577,.311,.350,2.1,10.1,6.0,21.7,1.7,0.2,13.5,21.1,,5.7,3.1,8.8,.147,,2.5,0.1,2.6,3.3
280,Paul Pressey,Paul Pressey,SG,34,GSW,GSW,18,268,8.4,.507,.061,.409,3.3,9.6,6.5,14.6,2.0,1.2,22.8,15.4,,-0.1,0.2,0.1,.018,,-3.6,0.7,-2.9,-0.1
281,Brent Price,Brent Price,PG,24,WSB,WSB,68,859,9.3,.424,.172,.244,3.6,10.0,6.7,25.0,3.2,0.2,21.6,19.5,,-1.4,0.7,-0.6,-0.035,,-4.7,-0.1,-4.8,-0.6
282,Mark Price,Mark Price,PG,28,CLE,CLE,75,2380,22.1,.609,.297,.309,1.9,7.6,4.8,38.1,1.9,0.3,14.9,24.5,,7.4,2.3,9.8,.197,,5.8,-0.6,5.3,4.4
283,Anthony Pullard,Anthony Pullard,PF,26,MIL,MIL,8,37,9.2,.440,.000,.167,6.2,18.9,12.5,8.8,2.7,3.5,20.6,28.2,,-0.1,0.0,-0.1,-0.114,,-7.0,-0.8,-7.7,-0.1
284,Kurt Rambis,Kurt Rambis,PF,34,TOT,72,822,11.2,.562,.016,.504,10.0,21.1,15.3,8.4,2.5,1.4,21.0,9.9,,0.6,1.1,1.7,.098,,-2.1,1.5,-0.6,0.3
285,Mark Randall,Mark Randall,PF,25,TOT,37,248,11.9,.530,.100,.325,11.5,13.1,12.3,6.6,0.8,0.5,15.7,18.8,,0.1,0.2,0.3,.061,,-2.3,-1.9,-4.1,-0.1
286,Blair Rasmussen,Blair Rasmussen,C,30,ATL,ATL,22,283,4.8,.414,.075,.163,7.6,14.3,10.8,2.4,0.9,2.2,12.3,14.3,,-0.2,0.2,0.0,-0.002,,-6.8,-1.7,-8.5,-0.5
287,J.R. Reid,J.R. Reid,PF,24,TOT,83,1887,12.5,.543,.008,.471,7.6,19.3,13.7,6.1,1.2,1.0,14.8,19.5,,1.1,2.3,3.4,.087,,-2.6,-0.3,-2.9,-0.4
288,Glen Rice,Glen Rice,SF,25,MIA,MIA,82,3082,15.0,.534,.292,.223,3.4,12.6,7.9,9.9,1.5,0.5,9.7,22.7,,3.8,2.5,6.3,.098,,1.4,-0.7,0.7,2.0
289,Pooh Richardson,Pooh Richardson,PG,26,IND,IND,74,2396,14.5,.508,.041,.176,2.9,9.2,6.1,33.6,2.0,0.3,18.1,16.3,,2.5,1.5,4.0,.079,,0.9,-0.5,0.3,1.4
290,Mitch Richmond*,Mitch Richmond,SG,27,SAC,SAC,45,1728,15.6,.558,.166,.298,1.1,9.1,5.0,20.2,1.5,0.3,12.8,23.9,,2.2,0.9,3.1,.087,,1.3,-0.9,0.4,1.1
291,Doc Rivers,Doc Rivers,PG,31,NYK,NYK,77,1886,14.6,.534,.249,.328,1.6,9.5,5.7,31.1,3.3,0.3,16.8,15.6,,2.4,4.1,6.5,.166,,-0.6,3.6,3.0,2.4
292,Fred Roberts,Fred Roberts,C,32,MIL,MIL,79,1488,15.5,.596,.068,.395,7.0,11.4,9.2,11.7,1.9,1.2,11.8,16.4,,3.0,1.0,3.9,.127,,0.9,-0.2,0.7,1.0
293,Stanley Roberts,Stanley Roberts,C,22,LAC,LAC,77,1816,14.7,.531,.000,.346,10.9,18.3,14.6,4.7,0.9,4.9,12.9,21.3,,0.8,2.4,3.2,.085,,-2.8,0.0,-2.8,-0.4
294,Alvin Robertson,Alvin Robertson,SG,30,TOT,69,2006,13.2,.519,.226,.237,5.8,9.4,7.6,18.6,3.9,0.6,18.3,15.6,,1.0,2.4,3.4,.080,,-1.4,2.5,1.0,1.6
295,Clifford Robinson,Clifford Robinson,PF,26,POR,POR,82,2575,18.8,.517,.058,.311,6.8,16.5,11.5,11.8,1.8,4.0,10.2,27.0,,2.5,4.3,6.8,.127,,0.9,1.4,2.3,2.8
296,David Robinson*,David Robinson,C,27,SAS,SAS,82,3211,24.2,.569,.013,.568,8.6,24.8,17.1,15.0,2.0,5.1,12.5,26.4,,6.7,6.4,13.2,.197,,3.6,2.7,6.4,6.8
297,Larry Robinson,Larry Robinson,SG,25,WSB,WSB,4,33,12.0,.412,.063,.313,3.3,7.0,5.1,13.9,1.5,1.8,5.2,24.7,,0.0,0.0,0.0,-0.024,,-1.5,-1.6,-3.1,0.0
298,Rumeal Robinson,Rumeal Robinson,PG,26,NJN,NJN,80,1585,13.7,.464,.088,.306,3.4,7.6,5.5,31.0,3.0,0.5,16.2,22.9,,-0.2,2.1,1.9,.059,,-1.4,0.6,-0.9,0.5
299,Dennis Rodman*,Dennis Rodman,PF,31,DET,DET,62,2410,13.6,.467,.170,.380,16.1,36.8,26.0,5.6,1.0,1.2,17.1,10.7,,1.4,4.1,5.5,.110,,-0.8,0.2,-0.6,0.9
300,Tree Rollins,Tree Rollins,C,37,HOU,HOU,42,247,5.2,.335,.049,.293,5.9,20.8,13.8,5.2,1.2,3.8,16.3,9.9,,-0.3,0.4,0.2,.030,,-6.6,1.5,-5.1,-0.2
301,Sean Rooks,Sean Rooks,C,23,DAL,DAL,72,2087,14.7,.528,.003,.521,9.3,19.3,13.9,7.3,0.9,2.5,14.8,21.0,,0.8,0.7,1.5,.034,,-0.7,-1.7,-2.4,-0.2
302,Donald Royal,Donald Royal,SF,26,ORL,ORL,77,1636,14.5,.627,.008,.997,8.5,11.7,10.2,7.0,1.1,0.9,16.7,17.8,,3.5,1.5,5.1,.149,,0.0,0.0,0.0,0.8
303,Delaney Rudd,Delaney Rudd,PG,30,POR,POR,15,95,1.7,.308,.306,.389,4.5,5.9,5.2,23.2,0.5,0.0,20.7,23.0,,-0.4,0.1,-0.3,-0.151,,-7.4,-3.6,-11.0,-0.2
304,Jeff Ruland,Jeff Ruland,C,34,DET,DET,11,55,5.2,.470,.000,.364,17.3,19.0,18.1,4.9,1.9,0.0,32.0,14.6,,-0.1,0.1,0.0,-0.007,,-9.2,-0.7,-9.9,-0.1
305,John Salley,John Salley,PF,28,MIA,MIA,51,1422,11.9,.571,.000,.469,8.9,16.5,12.6,8.7,1.1,3.3,21.4,14.4,,0.9,1.6,2.5,.085,,-2.0,1.1,-0.9,0.4
306,Jeff Sanders,Jeff Sanders,PF,27,ATL,ATL,9,120,6.9,.421,.000,.320,10.7,16.4,13.4,6.5,3.3,0.5,27.8,13.6,,-0.2,0.1,-0.1,-0.020,,-4.9,0.2,-4.7,-0.1
307,Mike Sanders,Mike Sanders,SF,32,CLE,CLE,53,1189,11.8,.528,.010,.197,5.2,10.9,8.2,9.0,1.7,1.5,11.7,18.2,,0.6,1.4,2.0,.080,,-2.4,0.1,-2.3,-0.1
308,Danny Schayes,Danny Schayes,C,33,MIL,MIL,70,1124,10.6,.498,.011,.521,7.3,18.4,12.8,9.4,1.6,2.1,16.7,14.8,,0.3,1.1,1.4,.058,,-3.3,0.2,-3.1,-0.3
309,Steve Scheffler,Steve Scheffler,C,25,SEA,SEA,29,166,13.1,.564,.000,.500,10.4,15.0,12.7,4.1,1.8,0.4,7.9,16.1,,0.4,0.2,0.6,.163,,-2.7,-0.6,-3.4,-0.1
310,Dwayne Schintzius,Dwayne Schintzius,C,24,NJN,NJN,5,35,12.5,.421,.000,.429,6.2,18.8,12.5,7.4,2.9,3.6,0.0,10.0,,0.0,0.1,0.1,.149,,-1.8,2.0,0.2,0.0
311,Detlef Schrempf,Detlef Schrempf,PF,30,IND,IND,82,3098,19.2,.571,.048,.602,7.5,19.9,13.8,23.2,1.3,0.6,15.0,22.1,,7.6,2.9,10.4,.161,,3.1,0.2,3.3,4.2
312,Byron Scott,Byron Scott,SG,31,LAL,LAL,58,1677,14.4,.535,.205,.279,1.8,7.3,4.6,14.2,1.6,0.5,8.6,20.7,,2.4,0.9,3.3,.094,,0.3,-1.0,-0.7,0.5
313,Dennis Scott,Dennis Scott,SF,24,ORL,ORL,54,1759,13.2,.527,.351,.153,2.6,9.0,6.0,12.2,1.6,0.6,11.3,22.5,,1.2,1.6,2.8,.076,,0.6,-0.1,0.5,1.1
314,Malik Sealy,Malik Sealy,SF,22,IND,IND,58,672,12.7,.469,.097,.232,9.9,8.4,9.1,10.7,2.7,0.7,14.2,25.8,,-0.4,0.5,0.2,.014,,-1.8,-1.1,-2.8,-0.1
315,Rony Seikaly,Rony Seikaly,C,27,MIA,MIA,72,2456,18.0,.557,.009,.622,11.9,28.0,19.8,6.7,0.8,2.2,15.5,23.1,,3.2,3.3,6.5,.127,,0.5,-0.7,-0.2,1.1
316,Brad Sellers,Brad Sellers,PF,30,MIN,MIN,54,533,8.4,.459,.008,.300,6.1,12.5,9.4,12.8,0.6,1.3,15.5,14.5,,-0.1,0.1,0.0,.004,,-2.5,-1.7,-4.2,-0.3
317,Charles Shackleford,Charles Shackleford,C,26,PHI,PHI,48,568,13.1,.515,.012,.299,12.4,26.6,19.6,6.9,1.1,2.6,16.2,16.5,,0.2,0.7,0.9,.073,,-2.9,-0.4,-3.3,-0.2
318,Brian Shaw,Brian Shaw,PG,26,MIA,MIA,68,1603,11.3,.465,.259,.156,4.9,13.7,9.2,22.3,1.5,0.8,15.2,17.1,,0.4,1.4,1.8,.054,,-1.0,0.1,-0.9,0.4
319,Lionel Simmons,Lionel Simmons,SF,24,SAC,SAC,69,2502,15.5,.508,.010,.345,6.7,15.7,11.0,18.8,1.8,0.9,13.9,23.0,,1.6,2.2,3.8,.074,,0.6,-0.2,0.4,1.5
320,Scott Skiles,Scott Skiles,PG,28,ORL,ORL,78,3086,15.2,.581,.264,.364,2.0,8.2,5.3,34.8,1.4,0.0,20.5,18.1,,5.6,2.4,8.0,.125,,1.5,-0.8,0.7,2.1
321,Charles Smith,Charles Smith,SF,27,NYK,NYK,81,2172,14.9,.542,.003,.480,9.0,13.0,11.1,10.2,1.1,3.0,14.3,21.5,,2.3,4.3,6.6,.146,,-0.5,1.7,1.2,1.8
322,Chris Smith,Chris Smith,SG,22,MIN,MIN,80,1266,11.1,.508,.048,.415,3.1,6.0,4.6,23.2,1.9,0.8,16.6,14.4,,0.7,0.4,1.1,.042,,-1.5,-0.6,-2.1,0.0
323,Doug Smith,Doug Smith,PF,23,DAL,DAL,61,1524,10.3,.454,.006,.111,6.3,18.1,11.6,11.1,1.5,2.2,14.1,21.7,,-1.6,0.7,-0.9,-0.029,,-4.3,-0.9,-5.2,-1.2
324,Kenny Smith,Kenny Smith,PG,27,HOU,HOU,82,2422,17.1,.633,.294,.298,1.4,5.8,3.7,27.5,1.7,0.2,16.2,18.3,,6.0,2.1,8.2,.162,,2.7,-0.6,2.1,2.5
325,LaBradford Smith,LaBradford Smith,SG,23,WSB,WSB,69,1546,10.9,.510,.040,.223,1.9,5.9,3.9,18.1,1.8,0.4,14.1,20.0,,0.1,0.6,0.8,.024,,-3.0,-0.9,-3.9,-0.7
326,Larry Smith,Larry Smith,PF,35,SAS,SAS,66,833,7.1,.440,.000,.253,14.8,21.7,18.4,4.3,1.4,1.2,28.7,7.2,,0.0,1.2,1.2,.069,,-3.5,-0.2,-3.7,-0.4
327,Reggie Smith,Reggie Smith,C,22,POR,POR,23,68,7.6,.347,.037,.519,23.4,10.0,16.9,2.1,2.9,0.9,10.8,22.5,,-0.1,0.1,0.0,-0.027,,-7.2,-3.0,-10.2,-0.1
328,Steve Smith,Steve Smith,SG,23,MIA,MIA,48,1610,16.1,.543,.213,.318,3.9,10.3,7.0,27.3,1.6,0.7,15.5,22.5,,2.3,1.2,3.5,.104,,2.0,-0.4,1.6,1.5
329,Tony Smith,Tony Smith,SG,24,LAL,LAL,55,752,15.2,.530,.040,.298,6.9,6.3,6.6,12.7,3.3,0.6,11.4,20.0,,0.8,0.7,1.5,.098,,-0.4,1.0,0.6,0.5
330,Rik Smits,Rik Smits,C,26,IND,IND,81,2072,14.8,.517,.000,.224,6.7,16.0,11.4,9.5,0.7,2.3,11.6,25.8,,1.1,1.6,2.7,.064,,-1.5,-1.3,-2.8,-0.4
331,Andre Spencer,Andre Spencer,SF,28,TOT,20,422,12.8,.501,.012,.331,10.1,11.4,10.7,8.2,1.9,1.0,12.2,20.6,,0.3,0.3,0.6,.071,,-2.2,-0.3,-2.5,-0.1
332,Elmore Spencer,Elmore Spencer,C,23,LAC,LAC,44,280,9.7,.541,.000,.390,6.6,18.0,12.3,3.9,1.4,4.1,21.3,17.9,,-0.2,0.4,0.2,.026,,-5.8,0.5,-5.3,-0.2
333,Felton Spencer,Felton Spencer,C,25,MIN,MIN,71,1296,8.2,.520,.000,.562,12.6,17.5,15.0,1.9,0.9,3.2,19.9,12.1,,0.1,0.9,1.1,.039,,-4.9,-0.9,-5.9,-1.3
334,Latrell Sprewell,Latrell Sprewell,SG,22,GSW,GSW,77,2741,13.6,.541,.205,.292,3.2,7.8,5.5,15.2,2.2,1.2,15.7,19.3,,2.2,1.8,4.0,.070,,0.1,0.1,0.2,1.5
335,John Starks,John Starks,SG,27,NYK,NYK,80,2477,16.3,.519,.280,.276,2.5,6.5,4.6,27.3,1.9,0.3,11.4,26.5,,3.3,4.2,7.5,.145,,2.0,0.9,2.8,3.0
336,Barry Stevens,Barry Stevens,SF,30,GSW,GSW,2,6,15.2,.500,.000,.000,37.2,0.0,18.6,0.0,0.0,0.0,0.0,13.6,,0.0,0.0,0.0,.157,,3.8,-4.6,-0.8,0.0
337,Larry Stewart,Larry Stewart,SF,24,WSB,WSB,81,1823,14.5,.589,.004,.449,9.3,14.4,11.8,12.0,1.3,1.0,18.5,19.3,,1.8,1.1,2.9,.077,,-0.7,-0.9,-1.6,0.2
338,Bryant Stith,Bryant Stith,SG,22,DEN,DEN,39,865,11.7,.525,.014,.428,4.7,10.5,7.6,8.1,1.3,0.3,11.8,17.6,,0.8,0.8,1.6,.090,,-1.9,-0.1,-2.0,0.0
339,Alex Stivrins,Alex Stivrins,PF-SF,30,TOT,19,76,13.5,.503,.051,.103,10.3,17.8,14.1,6.2,1.3,1.6,14.7,26.2,,-0.1,0.1,0.0,.013,,-3.4,-2.2,-5.6,-0.1
340,John Stockton*,John Stockton,PG,30,UTA,UTA,82,2863,21.3,.584,.208,.408,2.6,6.7,4.7,49.8,3.5,0.5,20.1,19.9,,7.2,3.4,10.6,.177,,5.1,1.5,6.6,6.2
341,Rod Strickland,Rod Strickland,SG,26,POR,POR,78,2474,18.0,.543,.037,.467,5.1,9.9,7.4,33.0,2.6,0.6,16.8,19.7,,4.1,3.3,7.4,.143,,2.1,1.1,3.3,3.3
342,Derek Strong,Derek Strong,PF,24,MIL,MIL,23,339,20.0,.603,.087,.924,13.5,25.8,19.6,5.9,1.6,0.2,9.1,18.0,,1.1,0.4,1.5,.208,,3.3,-1.8,1.5,0.3
343,Lamont Strothers,Lamont Strothers,SG,24,DAL,DAL,9,138,5.7,.382,.213,.164,5.8,5.2,5.5,14.3,2.8,0.0,18.7,23.7,,-0.4,0.0,-0.4,-0.141,,-5.2,-1.9,-7.1,-0.2
344,Terry Teagle,Terry Teagle,SG,32,HOU,HOU,2,25,2.1,.317,.000,.286,0.0,12.8,6.8,10.7,0.0,0.0,11.3,15.7,,-0.1,0.0,0.0,-0.078,,-7.4,-5.0,-12.3,-0.1
345,Isiah Thomas*,Isiah Thomas,PG,31,DET,DET,79,2922,15.4,.488,.157,.300,2.6,6.4,4.4,35.6,2.2,0.4,16.6,25.1,,1.4,2.3,3.7,.061,,1.0,-0.5,0.5,1.9
